product_type,premium_mode,payment_method,agent_channel,underwriting_class,e_bill_enrolled,portal_account_created,customer_service_contacts_30d,email_open_rate_30d,age_at_issue,credit_proxy_score,has_prior_aaa_membership,tenure_aaa_membership_months,uw_decision_days,first_premium_paid_days,face_amount,lapse_12m
term_10,monthly,check,captive,preferred,1,1,1,0.4795719942337179,69,0.8409277151274314,1,44,19,3,257645,0
term_20,monthly,ach,captive,pref_plus,1,1,0,0.3302505612158422,42,0.533324568694334,1,109,5,2,339551,1
term_20,quarterly,credit_card,independent,standard,0,1,2,0.30520944636457914,49,0.655698766894108,0,0,2,0,316825,0
whole_life,monthly,ach,independent,preferred,1,1,0,0.1908445108984781,39,0.5663438202833229,0,0,15,0,92386,0
term_20,annual,ach,captive,standard,0,1,0,0.3770392192259661,44,0.3217282714789364,1,68,2,2,317014,1
term_10,semiannual,ach,independent,pref_plus,1,1,0,0.3466785866110419,45,0.6054931656182344,1,7,9,3,248848,0
term_10,monthly,ach,independent,standard,0,0,0,0.3646738355723955,29,0.3612852655233409,0,0,20,5,300923,1
iul,monthly,credit_card,independent,preferred,0,0,0,0.12227859101321531,67,0.3524773534272151,1,18,6,2,232751,0
term_20,monthly,ach,independent,standard,1,1,0,0.46962995563935006,63,0.4024359222940648,1,46,22,5,289946,0
ul,monthly,credit_card,captive,preferred,0,0,0,0.29167424835796674,25,0.38664134286526575,1,70,0,7,253724,0
term_20,monthly,credit_card,online,standard,0,1,1,0.12299291744554036,28,0.5621170479594476,1,104,18,7,206460,1
iul,monthly,ach,captive,pref_plus,0,0,1,0.34036759234896574,52,0.5294413905900757,1,83,3,5,189313,0
term_10,annual,ach,captive,standard,0,1,1,0.2951849022249487,40,0.6511454384563746,1,101,10,5,234682,1
term_10,monthly,ach,captive,standard,0,1,0,0.45822744799580195,53,0.3166466405294667,0,0,13,0,146438,1
iul,monthly,ach,independent,preferred,1,1,0,0.337697908416296,22,0.5546952210353358,1,86,10,3,214584,0
iul,quarterly,check,captive,preferred,0,1,0,0.16009189284765013,57,0.5133599622715902,1,40,10,0,224272,0
term_20,semiannual,credit_card,captive,preferred,0,0,0,0.2723292613646229,21,0.636252425770961,0,0,3,7,332918,0
term_20,semiannual,credit_card,independent,preferred,1,1,0,0.1046696810883635,29,0.6448847985371409,1,104,20,4,303067,1
term_20,semiannual,ach,captive,standard,0,0,0,0.6774255963771418,56,0.6281305282836808,0,0,4,7,411025,0
term_20,monthly,credit_card,captive,pref_plus,0,1,1,0.7095722990554065,37,0.42175118696246783,1,103,4,7,115782,0
term_10,semiannual,credit_card,captive,pref_plus,1,1,0,0.7337829172669882,30,0.604444298996576,1,14,11,4,229469,0
ul,monthly,ach,independent,preferred,1,1,1,0.3320304773445545,64,0.5076235269565389,0,0,7,0,348627,1
term_20,semiannual,ach,captive,preferred,1,1,0,0.7094219130361249,50,0.8365560510451356,1,30,17,0,271957,0
whole_life,annual,ach,captive,preferred,0,1,0,0.5313995758301757,34,0.6198572085203965,0,0,8,5,232557,0
term_10,quarterly,ach,captive,standard,1,1,0,0.2855688982498569,56,0.6142882868645909,1,115,11,2,175403,1
term_10,semiannual,credit_card,online,pref_plus,1,1,0,0.32429623161954724,26,0.36943879802826346,1,110,12,6,305542,0
whole_life,monthly,credit_card,independent,substandard,0,1,0,0.41560385657876064,44,0.4937276014808122,0,0,17,5,264917,1
term_20,quarterly,ach,captive,standard,1,1,1,0.4704903341021631,29,0.6465830373585696,1,18,8,5,222956,0
whole_life,semiannual,check,independent,preferred,0,1,0,0.5225809277635842,52,0.5858286302974843,0,0,1,3,330679,0
term_10,semiannual,ach,independent,standard,0,1,0,0.44964271861215516,33,0.5838862068503405,0,0,7,0,429072,0
iul,quarterly,ach,independent,standard,1,1,1,0.38029586876107524,32,0.284333490853279,1,57,18,8,178924,1
whole_life,monthly,check,captive,standard,1,1,0,0.7204181431568282,32,0.4534666137054474,0,0,14,0,296657,1
ul,monthly,check,captive,preferred,0,1,0,0.42724348814059937,60,0.550514139892655,0,0,9,0,261083,1
term_10,quarterly,credit_card,independent,standard,0,0,0,0.4157943888636796,63,0.8163028181056796,1,4,12,1,301960,0
term_20,monthly,ach,captive,pref_plus,1,1,0,0.4065458210148052,30,0.2596062335017054,0,0,10,3,355642,0
term_20,quarterly,check,captive,preferred,0,1,0,0.42735991847715926,27,0.4120648072778263,0,0,16,1,363772,1
term_20,monthly,credit_card,captive,pref_plus,0,1,0,0.17751533521074314,49,0.2583217313164807,1,14,14,0,210125,1
term_20,monthly,credit_card,captive,preferred,1,1,0,0.24938050726052502,52,0.6585735101918243,0,0,10,6,117317,1
term_10,quarterly,ach,independent,standard,1,1,0,0.9391973775356981,61,0.8135082971505916,0,0,17,0,242510,1
term_20,monthly,ach,captive,preferred,1,1,0,0.11991619442109563,61,0.6648935805975804,0,0,19,1,242994,1
term_20,monthly,credit_card,independent,preferred,0,0,0,0.5043553319333389,59,0.7038994021699052,0,0,6,0,29787,1
term_20,quarterly,credit_card,independent,standard,0,1,1,0.5185049094544725,22,0.41423362483755855,1,61,6,0,331049,0
term_10,monthly,credit_card,captive,preferred,1,1,0,0.6525447959442712,22,0.6664975945638912,0,0,26,0,207995,0
term_20,monthly,ach,captive,pref_plus,1,1,0,0.523356134032694,29,0.46095588916038777,1,118,15,5,245868,0
whole_life,semiannual,credit_card,captive,preferred,0,1,0,0.8281733297400702,38,0.6107546081435898,0,0,22,3,204335,1
term_20,monthly,ach,captive,substandard,1,1,0,0.4979291699204985,56,0.6904360497637786,0,0,17,0,233398,0
term_20,monthly,ach,independent,standard,1,1,0,0.7195709363364469,62,0.5474529998791795,1,65,14,0,352101,0
term_20,monthly,ach,independent,standard,0,0,1,0.6579944827201321,55,0.7476296349176647,0,0,0,0,256745,1
ul,monthly,ach,independent,standard,0,1,0,0.7583980489732696,62,0.5705534318883686,0,0,4,0,419721,0
term_20,monthly,credit_card,online,standard,0,1,0,0.45496750288570986,38,0.6492527313540455,0,0,15,1,300326,1
term_20,monthly,ach,captive,standard,1,1,0,0.5295787679969244,51,0.9403749658752474,1,12,6,6,306111,1
iul,monthly,ach,independent,standard,0,1,0,0.376164692452111,26,0.6895478997839286,0,0,11,0,233662,0
term_20,annual,check,captive,standard,0,1,3,0.48195071823522095,25,0.4651105740689461,0,0,17,0,245198,0
iul,quarterly,credit_card,captive,standard,1,1,0,0.49299748137163657,61,0.5135143504458906,1,60,12,0,332596,0
ul,monthly,ach,captive,preferred,0,1,0,0.034518378907108016,40,0.7571578722042848,0,0,14,3,344976,0
term_10,monthly,ach,captive,pref_plus,1,1,0,0.42137131215545537,56,0.7876871336159637,1,73,20,0,271313,0
term_20,annual,credit_card,independent,pref_plus,0,0,0,0.6279745449922394,68,0.5934378075520861,1,74,20,0,294544,0
whole_life,monthly,ach,independent,preferred,1,1,0,0.17996215017307515,48,0.3251254188317253,1,68,11,4,238798,0
iul,monthly,ach,captive,substandard,0,1,0,0.25273166972079664,25,0.428954368514129,0,0,19,9,267599,1
term_20,monthly,ach,captive,standard,0,1,1,0.68112946056826,52,0.6325341100689105,1,1,6,3,256977,0
term_10,annual,ach,independent,standard,1,1,1,0.7186256161756952,60,0.7044680830853846,0,0,13,1,253159,1
term_20,monthly,credit_card,independent,standard,1,1,1,0.32584627105677166,33,0.7808587831982825,0,0,15,11,330145,0
term_10,annual,ach,independent,substandard,1,1,0,0.484796944956597,40,0.23420559233188104,0,0,11,0,245994,0
ul,quarterly,ach,captive,standard,1,1,0,0.4343895119602826,51,0.7568645779689335,0,0,10,0,199674,1
term_20,monthly,ach,captive,preferred,1,1,0,0.6853951921797752,57,0.856861342676053,0,0,5,0,228448,1
whole_life,monthly,ach,independent,preferred,0,1,0,0.34333071117713576,29,0.1691594921090403,1,6,11,9,227097,1
ul,quarterly,ach,independent,preferred,0,1,1,0.3742707544282439,22,0.5990441659418685,0,0,2,5,285277,1
whole_life,monthly,credit_card,captive,preferred,0,0,1,0.7181534430059455,51,0.7363997754739992,0,0,11,5,205351,0
whole_life,monthly,ach,captive,preferred,0,1,0,0.24933388347373628,20,0.3459436853691063,0,0,12,4,340032,1
ul,annual,ach,captive,preferred,0,1,1,0.35040824129025383,42,0.5101062130850037,0,0,16,1,228453,0
ul,semiannual,ach,independent,preferred,0,0,1,0.47657967263267176,35,0.7008374076410592,1,78,4,1,375532,0
ul,monthly,credit_card,captive,preferred,1,1,0,0.7547539627418568,41,0.5059091803949962,0,0,14,0,252081,0
term_10,monthly,ach,independent,substandard,0,1,0,0.21130753338444613,63,0.5345465328419854,1,21,15,1,292265,0
term_20,quarterly,check,online,preferred,0,0,0,0.307882551011971,66,0.6397452805177123,1,46,11,4,329496,0
term_10,monthly,credit_card,captive,standard,1,1,0,0.5685101643325514,53,0.3894361234108965,0,0,14,2,347887,1
ul,monthly,ach,captive,pref_plus,0,1,0,0.5993899937435611,38,0.4079590454134956,1,91,13,6,300167,0
whole_life,monthly,credit_card,captive,substandard,1,1,0,0.4923111354035996,50,0.6843115652386813,1,34,0,4,459733,0
term_20,monthly,ach,captive,standard,1,1,0,0.4266557597323985,26,0.7708093992711824,1,48,6,3,250276,0
term_10,annual,check,online,substandard,0,1,2,0.4759304808511014,69,0.6717336921068238,0,0,24,0,129274,0
term_20,semiannual,check,online,preferred,0,0,0,0.14854635564882512,63,0.8450223546118195,0,0,15,0,247223,0
whole_life,semiannual,ach,captive,standard,0,1,0,0.47028440621133444,37,0.6755419672287083,1,98,8,0,313580,1
term_10,monthly,credit_card,online,preferred,0,0,0,0.7464245808533564,21,0.9324657877699294,0,0,14,7,286390,1
term_10,monthly,ach,captive,preferred,0,0,0,0.18597034597179196,62,0.6118421213707778,0,0,16,0,168543,1
ul,monthly,ach,independent,standard,0,0,1,0.2931898067629375,21,0.6454849961638335,0,0,21,3,222960,1
ul,semiannual,credit_card,independent,pref_plus,0,0,0,0.3706242109749097,25,0.6725764979850196,0,0,9,3,185225,0
term_10,monthly,check,captive,pref_plus,1,1,0,0.38321473063405964,20,0.48695389689319885,0,0,8,0,196873,1
term_20,semiannual,ach,captive,standard,0,1,1,0.8182729881067052,28,0.46030771802839676,0,0,9,2,242522,0
iul,quarterly,credit_card,independent,pref_plus,1,1,0,0.2636184967426496,65,0.437984796101753,1,40,8,3,287333,0
whole_life,quarterly,credit_card,captive,standard,0,1,0,0.22365770493227846,43,0.49996844213110253,0,0,8,0,191690,0
whole_life,monthly,ach,online,preferred,0,1,0,0.6042143389830459,28,0.9727356298824554,0,0,13,0,199247,0
term_20,semiannual,credit_card,captive,preferred,0,0,0,0.3206286876971173,67,0.9278662975952734,1,50,9,2,306859,1
term_20,monthly,credit_card,captive,preferred,1,1,0,0.6075349271777943,40,0.5409729592630488,1,18,11,2,181487,1
term_10,monthly,credit_card,online,preferred,0,0,0,0.41058763782906493,55,0.524304166539231,0,0,23,0,177883,1
whole_life,monthly,check,captive,standard,0,0,0,0.5418039741790035,47,0.21356633551004067,0,0,6,3,425869,0
term_10,annual,ach,captive,standard,1,1,1,0.13642459504316928,25,0.4210330882185358,1,18,14,3,207857,0
term_10,monthly,ach,captive,preferred,1,1,1,0.541131281582733,55,0.45431936656008726,1,105,5,6,103967,0
whole_life,monthly,ach,captive,preferred,1,1,1,0.49355929128049014,67,0.5208568236705835,1,5,17,2,150811,0
iul,quarterly,ach,captive,standard,0,1,0,0.39892385765764904,68,0.4974572359132185,0,0,18,1,90551,1
ul,monthly,ach,captive,pref_plus,0,1,0,0.2034523189657495,58,0.6386565923154822,1,11,6,5,381960,1
term_20,monthly,credit_card,captive,pref_plus,1,1,0,0.49336704468734227,53,0.7394907860100146,0,0,7,7,244216,0
term_20,quarterly,ach,captive,preferred,0,0,1,0.594809208196587,56,0.46899664019158516,1,51,16,0,166719,0
term_20,monthly,credit_card,independent,standard,0,1,0,0.34376926036174416,68,0.8586467007361898,0,0,10,0,294890,0
term_20,quarterly,ach,online,preferred,0,1,0,0.3477019478446089,47,0.6622200431721673,0,0,20,0,386982,0
term_20,annual,ach,captive,pref_plus,1,1,1,0.6087777622558623,65,0.7598904236647448,1,105,4,0,236314,1
term_20,monthly,credit_card,online,substandard,1,1,1,0.7920442242612291,39,0.5208815643978988,1,87,18,8,380640,0
term_20,semiannual,credit_card,independent,substandard,1,1,1,0.6379238236715157,35,0.6983628305118581,1,42,25,0,223102,1
ul,quarterly,ach,online,standard,1,1,0,0.4958926974299371,25,0.6816318783688216,0,0,14,4,155871,1
iul,quarterly,check,independent,standard,0,0,0,0.401354837842218,43,0.864165353973076,1,65,8,4,394795,1
term_10,quarterly,ach,captive,substandard,1,1,1,0.4444998086513324,50,0.7174847286303837,0,0,7,0,192300,0
term_20,quarterly,ach,captive,standard,0,0,0,0.18490172109671804,40,0.7536675337937238,0,0,11,0,204765,0
term_10,monthly,ach,online,standard,1,1,0,0.419122882119779,26,0.5047780090103409,1,92,16,8,333126,1
term_20,quarterly,credit_card,captive,preferred,0,1,0,0.6739769081916338,42,0.8152661560838248,0,0,3,6,252839,1
term_20,semiannual,ach,independent,preferred,1,1,0,0.45792697153527584,49,0.37029225129803933,1,64,10,11,241172,1
term_10,monthly,credit_card,independent,standard,0,0,0,0.3249000351579082,25,0.49685281808967463,0,0,12,0,229638,1
ul,monthly,ach,captive,standard,0,1,1,0.306400303077133,46,0.6506342156730658,0,0,21,4,196710,1
term_20,quarterly,ach,captive,preferred,1,1,0,0.4436467592242239,39,0.39251286674411046,0,0,23,0,264472,0
iul,quarterly,credit_card,online,standard,0,0,0,0.2030726315334638,49,0.43382773474321545,0,0,11,2,288992,1
term_10,annual,ach,captive,standard,1,1,0,0.26828906163958544,20,0.43391770066618685,0,0,5,1,232139,0
term_10,annual,ach,independent,preferred,0,1,0,0.7565635030141646,61,0.6681595783513568,0,0,12,0,295326,1
term_20,quarterly,ach,online,standard,0,0,0,0.2427799050610681,39,0.5713883178302034,1,54,13,0,282979,0
term_10,monthly,ach,captive,pref_plus,0,0,0,0.28969200694541813,40,0.7734717774800518,0,0,19,1,280988,0
term_20,monthly,ach,captive,standard,1,1,0,0.5082675736518718,25,0.9385062592786034,0,0,9,4,227271,1
iul,quarterly,ach,captive,substandard,0,1,0,0.3616471485866207,41,0.6486787154467454,0,0,6,0,220283,1
term_10,monthly,credit_card,independent,standard,1,1,0,0.46772678777585147,39,0.5079339541466484,0,0,11,0,279643,0
term_10,quarterly,ach,captive,standard,1,1,0,0.622575147141113,22,0.6662999560289559,0,0,9,4,154031,0
term_20,quarterly,ach,captive,standard,0,0,0,0.14058395713508148,48,0.4387730872800335,1,67,9,5,481971,0
term_20,quarterly,credit_card,captive,preferred,1,1,0,0.600849277289049,34,0.5885404305498326,0,0,6,13,48796,1
term_20,semiannual,ach,captive,standard,1,1,2,0.3335220524627601,37,1.0,1,118,4,3,205129,1
term_20,monthly,credit_card,captive,preferred,1,1,0,0.3927847113531573,24,0.5634426765058693,1,101,15,5,291131,0
ul,quarterly,credit_card,captive,standard,1,1,0,0.8344183778767684,52,0.6544771433776391,1,10,13,1,308394,1
term_10,monthly,ach,independent,preferred,1,1,0,0.16947526729824663,27,0.5709253204271578,0,0,7,8,182426,1
term_20,quarterly,ach,captive,preferred,1,1,0,0.568140542446524,49,0.52627518777317,0,0,16,0,197979,1
whole_life,monthly,ach,independent,preferred,1,1,1,0.675605881360037,41,0.6865623710734736,0,0,0,2,253992,0
ul,monthly,ach,online,preferred,0,0,0,0.3132938601505302,57,0.3712363469646016,0,0,9,3,141350,1
term_20,quarterly,ach,independent,preferred,1,1,0,0.31645423709930476,40,0.5700863232390255,1,108,13,4,153817,0
term_20,semiannual,credit_card,independent,preferred,0,0,0,0.37626642053381626,52,0.35565940898954196,0,0,18,6,320130,1
term_10,monthly,credit_card,captive,preferred,1,1,0,0.3121088139857795,66,0.8780053116821995,0,0,8,1,315368,0
term_10,monthly,ach,independent,pref_plus,1,1,1,0.46329419915080927,32,0.7776973073162263,1,103,18,6,250934,0
term_10,quarterly,check,captive,substandard,0,0,0,0.6285212150268434,25,0.4617291083214019,0,0,8,0,311584,0
whole_life,monthly,ach,captive,pref_plus,1,1,0,0.37735325624279625,50,0.2659502884161987,0,0,16,3,257459,1
term_20,annual,credit_card,independent,standard,1,1,1,0.6357108702539275,27,0.6882663787608597,0,0,22,0,188077,0
whole_life,quarterly,credit_card,captive,preferred,1,1,0,0.7302021172518502,30,0.5921309362527191,0,0,6,1,157323,0
term_10,monthly,ach,captive,standard,1,1,2,0.5362118757380817,57,1.0,1,61,12,12,299963,0
ul,quarterly,ach,independent,standard,0,1,1,0.5550967122887565,54,0.8523122752110317,0,0,15,3,196036,0
ul,quarterly,ach,captive,substandard,1,1,0,0.33120908573772867,21,0.7143268167269003,1,108,4,0,314718,0
term_10,quarterly,check,captive,standard,0,1,0,0.0,49,0.5049170681598645,0,0,14,4,225558,1
term_10,semiannual,ach,captive,standard,1,1,0,0.5671409342943662,52,0.5529129901146859,0,0,8,2,353939,1
term_10,annual,credit_card,captive,preferred,0,1,1,0.6092952247259337,36,0.6543795979092294,0,0,6,0,173476,0
ul,semiannual,ach,captive,preferred,0,1,0,0.4984888644940282,57,0.6639059278774679,1,52,9,0,158876,0
term_10,monthly,ach,captive,preferred,0,1,0,0.631953826500415,56,0.4726199336986605,0,0,9,2,266486,1
term_20,monthly,credit_card,captive,standard,1,1,0,0.34034737211691146,51,0.3544690928130326,0,0,16,1,222148,0
term_20,quarterly,ach,independent,standard,0,1,2,0.5537031092905824,32,0.9470808587661105,0,0,11,1,261811,1
ul,quarterly,ach,online,preferred,0,0,0,0.7444287736185373,34,0.6060945556506713,0,0,25,5,244153,0
term_20,monthly,check,independent,standard,0,0,0,0.5831335819382389,47,0.6763541086381192,1,115,8,8,208770,1
term_20,semiannual,ach,captive,preferred,1,1,1,0.7185511544057304,25,0.44566167689646896,1,2,14,5,228520,0
iul,quarterly,check,independent,standard,1,1,0,0.7198313034589289,40,0.8459155124115498,0,0,11,1,74830,0
term_10,monthly,check,independent,standard,1,1,0,0.20572311822320835,69,0.7872143398654776,0,0,4,3,369196,1
ul,quarterly,ach,online,preferred,0,1,1,0.5938362152850323,52,0.610885681263384,0,0,21,7,198674,1
term_10,monthly,ach,captive,standard,1,1,1,0.32360909016791556,62,0.6378203080659108,1,103,12,6,284843,1
term_20,monthly,ach,captive,preferred,0,0,0,0.22850332022116643,36,0.6512970588951916,0,0,7,5,83577,0
ul,monthly,credit_card,captive,standard,0,1,0,0.3928691383455526,56,0.6176731292653219,1,84,14,0,179026,0
whole_life,semiannual,check,independent,standard,0,0,1,0.8008318083859847,56,0.7004230006562236,0,0,18,7,269990,0
whole_life,annual,credit_card,captive,preferred,1,1,1,0.34123997754923396,29,0.6677854844627504,0,0,6,8,394507,0
term_20,semiannual,check,online,preferred,1,1,1,0.09835671506580007,31,0.5683375190894399,1,52,12,6,285318,1
term_20,monthly,ach,captive,pref_plus,0,1,0,0.16107838007486142,41,0.3896558569624061,0,0,18,14,293924,1
term_20,monthly,ach,independent,standard,1,1,0,0.5456758730464045,51,0.5954389858121039,0,0,12,5,210104,0
term_20,monthly,ach,captive,standard,0,0,1,0.29823494434162884,55,0.7350467097300828,1,11,15,7,248252,0
term_20,quarterly,credit_card,captive,pref_plus,0,0,0,0.04136279217399624,68,0.7209884792004796,1,102,10,5,233417,1
term_20,monthly,ach,captive,pref_plus,0,0,0,0.16897748083051722,25,0.8362345518252217,1,34,2,2,273787,0
term_20,monthly,ach,independent,preferred,0,1,1,0.4833836565031802,52,0.8552821077294168,1,13,10,0,348427,0
term_20,monthly,ach,captive,preferred,1,1,0,0.6058971294001471,67,0.7262923910615775,0,0,8,0,221109,0
term_20,monthly,ach,captive,preferred,0,0,0,0.36085687906577973,28,0.6337396330342164,0,0,11,0,251230,0
term_10,semiannual,ach,independent,standard,0,0,0,0.5797957652705044,67,0.6618306394140857,0,0,8,0,217646,1
ul,annual,ach,online,preferred,1,1,0,0.6329859325793524,62,0.49661290037498707,0,0,13,1,228382,0
whole_life,monthly,credit_card,independent,standard,0,0,1,0.2932579065507082,27,0.7438698466902331,1,96,9,3,339863,0
term_10,quarterly,credit_card,independent,preferred,0,1,0,0.4257561546520464,30,0.8382614245677119,0,0,16,7,284991,0
whole_life,quarterly,ach,captive,standard,1,1,0,0.3299036244541287,29,0.7874929846590236,1,2,15,0,274644,0
ul,quarterly,credit_card,online,preferred,0,0,0,0.5577759989359843,24,0.7001448747138627,0,0,6,6,239092,0
term_10,quarterly,ach,captive,preferred,0,1,2,0.32755321783015634,38,0.556682291118698,0,0,19,4,180133,0
term_10,monthly,credit_card,online,preferred,1,1,1,0.20736455820121363,42,0.5359250353550646,0,0,7,4,304916,1
term_10,annual,ach,independent,standard,1,1,2,0.4605173222776271,42,0.5712387290827904,0,0,5,2,316361,0
term_10,semiannual,credit_card,captive,substandard,1,1,1,0.6720689923510552,61,0.46856990207686244,0,0,18,11,319771,1
ul,monthly,ach,captive,pref_plus,0,0,0,0.552114551059449,42,0.6494413861404762,0,0,8,0,248074,1
iul,monthly,ach,independent,preferred,0,1,1,0.6513670519120972,29,0.09662794045049705,1,97,12,0,187084,0
term_10,semiannual,credit_card,independent,standard,0,1,0,0.633804282022711,54,0.5030180026367329,0,0,4,3,300581,0
whole_life,annual,credit_card,independent,pref_plus,0,0,0,0.45842971534828963,52,0.612266146780692,0,0,9,4,335743,1
term_10,semiannual,credit_card,online,standard,1,1,0,0.33050236799349997,43,1.0,0,0,11,3,316490,1
term_20,quarterly,ach,captive,preferred,1,1,0,0.2760540743208708,52,0.6007967469309734,0,0,9,2,186937,0
ul,annual,ach,captive,standard,0,0,2,0.13267841011452913,29,0.6074296800276434,1,20,8,5,279504,1
term_20,semiannual,credit_card,independent,standard,1,1,0,0.6879099108562703,58,0.44996461926284903,1,63,12,5,93731,1
term_10,monthly,ach,captive,preferred,1,1,1,0.383878983196152,33,0.9095164975260118,0,0,17,2,356572,0
term_20,monthly,ach,independent,standard,1,1,0,0.10904590475075598,22,0.45358981040666235,0,0,6,10,263080,1
iul,monthly,ach,online,preferred,0,1,0,0.6968650437141997,40,0.9659037346240359,0,0,0,4,265383,1
term_20,quarterly,ach,captive,standard,1,1,0,0.46885339041877994,32,0.46681038632075234,1,81,19,1,373350,0
term_10,quarterly,ach,independent,standard,1,1,0,0.6435538608083775,45,0.7694935374430989,0,0,8,7,202546,0
term_10,monthly,ach,independent,standard,1,1,0,0.39769166375540177,43,0.5897944446531986,1,114,8,0,259260,1
term_20,monthly,credit_card,captive,preferred,0,0,1,0.29134525167760333,66,0.4987720565038884,0,0,8,0,181001,1
term_20,monthly,credit_card,independent,preferred,1,1,1,0.5391497671469541,40,0.7817261636085232,1,68,4,2,130222,1
ul,quarterly,credit_card,independent,preferred,1,1,0,0.5557270032476418,24,0.8391299800769436,0,0,9,0,272306,0
ul,quarterly,credit_card,captive,standard,0,1,0,0.394019844277393,45,0.5666047093013142,0,0,10,6,268641,0
ul,monthly,ach,captive,standard,0,1,1,0.712705612143625,60,0.5956466386314928,0,0,14,6,80109,0
ul,monthly,check,captive,preferred,1,1,0,0.6390938401697748,33,0.5257305458223012,1,32,8,9,308340,0
term_10,annual,credit_card,independent,standard,1,1,2,0.5629527988998372,35,0.6403300484962697,1,48,0,0,246629,1
term_20,monthly,ach,captive,standard,1,1,0,0.2280055700229656,29,0.40296078740552665,0,0,3,5,310182,1
term_20,monthly,ach,captive,standard,0,1,0,0.19982819491090237,56,0.11519081123046049,0,0,18,8,268808,1
term_20,monthly,credit_card,online,preferred,1,1,0,0.6898035169882942,28,0.2633589305299438,1,26,6,3,333658,0
iul,semiannual,credit_card,independent,preferred,1,1,0,0.012331082581281905,32,0.5602088735049701,0,0,15,6,342829,0
whole_life,monthly,credit_card,independent,preferred,1,1,0,0.43180412364311027,24,0.4074212033425571,1,44,7,2,265941,1
iul,monthly,credit_card,online,standard,0,1,2,0.4793288696030153,39,0.5788338765639317,1,48,16,8,323828,0
term_20,annual,check,captive,standard,0,1,1,0.3520573617365967,63,0.5077535374931139,0,0,12,0,320589,1
term_20,monthly,check,captive,standard,0,1,0,0.44293575148022407,42,0.4728535705990564,1,15,3,0,155458,1
term_20,monthly,credit_card,independent,preferred,0,0,0,0.5340594171624685,25,0.4832080114439917,1,26,4,1,179377,1
term_10,monthly,check,captive,standard,1,1,0,0.33255585267566695,57,0.7740966319937256,1,112,3,2,169185,1
term_10,semiannual,check,captive,standard,1,1,0,0.6262820620824525,37,0.6423503722522105,0,0,17,4,303106,0
term_20,monthly,ach,independent,preferred,0,1,1,0.5664951069246003,28,0.8816909195601115,1,41,4,4,193407,1
term_10,quarterly,credit_card,captive,pref_plus,1,1,0,0.414008278852487,20,0.6185868607138156,0,0,9,0,87412,0
iul,annual,ach,captive,pref_plus,1,1,0,0.2847137372966745,37,0.25620890394911283,0,0,11,0,169291,0
term_10,semiannual,ach,independent,standard,1,1,0,0.43186782521482747,27,0.41211572147487896,0,0,13,9,219393,0
term_10,semiannual,ach,independent,preferred,1,1,0,0.8721340456313171,46,0.6207229031559126,0,0,9,2,286772,1
ul,quarterly,ach,captive,preferred,0,1,0,0.29851425634497036,41,0.6435560792923205,0,0,2,1,353422,1
term_10,quarterly,ach,captive,preferred,0,0,0,0.7561561450442323,52,0.4945218444293116,1,57,4,4,326190,0
iul,monthly,ach,independent,standard,1,1,1,0.09896369066153615,33,0.45676693006278046,0,0,5,0,264250,0
whole_life,semiannual,ach,online,standard,1,1,0,0.2778427546891298,23,0.4905646595578977,0,0,0,0,183845,1
term_10,monthly,credit_card,captive,standard,1,1,1,0.3414740597009381,25,0.573997500448369,1,54,14,6,89646,0
whole_life,semiannual,credit_card,captive,standard,0,0,0,0.6398177461735512,24,0.5911776407946623,0,0,15,0,211037,0
whole_life,monthly,check,independent,standard,0,1,0,0.46107143110948434,33,0.4023822609233687,1,107,5,0,227085,0
ul,monthly,ach,captive,standard,1,1,0,0.7120143041183195,55,0.6443256827749105,1,97,19,1,258003,0
ul,monthly,ach,captive,preferred,1,1,2,0.38347155342621814,47,0.6426649892846613,0,0,11,4,321585,0
whole_life,monthly,credit_card,captive,standard,0,1,0,0.43922804429131057,38,0.5802092312823826,0,0,17,8,303706,0
term_20,monthly,ach,captive,standard,0,0,0,0.38426372803990627,31,0.4756214992808361,0,0,16,4,257476,0
term_20,semiannual,check,captive,standard,0,0,0,0.8552802562273831,28,0.7208830467142286,1,59,11,5,218119,1
whole_life,annual,credit_card,captive,preferred,0,1,0,0.22595171399994834,27,0.8382518040922248,0,0,0,0,128164,0
iul,quarterly,ach,independent,preferred,1,1,1,0.34836061179771577,33,0.5193170658316468,0,0,13,3,185958,1
term_20,annual,ach,captive,preferred,0,1,2,0.25440753987457576,44,0.48687087712840493,1,40,15,0,172815,0
whole_life,quarterly,ach,captive,pref_plus,1,1,2,0.5646624942093919,49,0.6838652379171531,1,117,8,6,457410,0
term_20,semiannual,ach,captive,pref_plus,0,0,0,0.22179804858901467,67,0.3892947877203034,1,55,12,3,409588,1
ul,monthly,ach,independent,preferred,1,1,0,0.814429292751659,67,0.37021847696478616,0,0,11,2,149294,1
iul,monthly,credit_card,captive,pref_plus,1,1,0,0.46613597706005744,33,0.4832084041626641,1,10,6,5,281421,0
term_10,monthly,credit_card,captive,standard,1,1,0,0.5324760144403574,56,0.6557070732102714,1,39,11,1,141921,0
term_10,monthly,ach,independent,standard,0,0,3,0.5426204996996273,26,0.44152040450675656,0,0,8,1,267891,0
term_20,semiannual,ach,independent,standard,0,1,0,0.44598814986947494,59,0.5966245004645173,1,77,14,0,210752,1
term_20,annual,ach,independent,preferred,0,0,0,0.47433287293559184,66,0.23831974611785528,0,0,8,10,238647,0
